127.0.0.1 - - [19/Dec/2022:10:51:27 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:19 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:20 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:29 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:29 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:29 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:29 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:29 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:29 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:29 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:29 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:29 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:29 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:29 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:30 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:30 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:30 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:30 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:30 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:30 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:30 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:30 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:30 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:30 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:30 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:40 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:40 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2454
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:40 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:40 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:40 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:40 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:41 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:41 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:00:41 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2475
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:02 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:03 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:03 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:03 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:03 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:03 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:03 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:03 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:03 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:03 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:01:03 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:03:00 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:03:00 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2481
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:03:00 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:03:00 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:03:00 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:03:00 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:06:56 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:06:56 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2526
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:06:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:06:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:06:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:06:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:07:56 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:07:56 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2554
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:07:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:07:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:07:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:07:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:09:30 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:09:30 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2555
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:09:30 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:09:30 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:09:30 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:09:30 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:10:54 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:10:54 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:10:54 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:10:54 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:10:54 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:10:54 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:12 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:12 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2569
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:12 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:12 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:12 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:12 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:55 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:55 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2570
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:55 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:55 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:55 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:55 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:11:56 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:04 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:04 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 200 2547
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:04 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:04 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:04 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:04 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/checkResult.jsp HTTP/1.1" 200 1815
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/styles.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/Aap.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bsp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/bjp.jpg HTTP/1.1" 404 820
0:0:0:0:0:0:0:1 - - [19/Dec/2022:14:12:05 +0530] "GET /OnlineVotingSystem/src/main/webapp/images/congress.jpg HTTP/1.1" 404 825
